"","voted_for","ABC","CBS","NBC","CNN","Fox_News","MSNBC","PBS","Other","TV_type","Party","voted_for_binary"
"948","Biden","No","Yes","No","No","No","Yes","No","No","National Newscast","Democrat",1
"949","Trump","No","No","No","No","Yes","No","No","No","National Newscast","Independent",0
"950","Biden","No","Yes","No","No","No","No","No","No","Both","Independent",1
"951","Biden","Yes","No","No","No","Yes","No","No","No","Both","Democrat",1
"952","Biden","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Both","Democrat",1
"953","Trump","No","No","No","No","No","No","No","Yes","National Newscast","Independent",0
"954","Biden","Yes","Yes","No","No","No","No","No","No","Both","Democrat",1
"955","Trump","No","Yes","No","Yes","Yes","Yes","Yes","No","Both","Republican",0
"956","Biden","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Both","Democrat",1
"957","Biden","No","No","No","No","No","Yes","No","No","Both","Democrat",1
"958","Biden","No","No","No","No","No","Yes","Yes","No","National Newscast","Democrat",1
"959","Biden","Yes","Yes","Yes","Yes","No","No","No","No","Both","Democrat",1
"960","Biden","No","No","No","Yes","No","Yes","No","No","National Newscast","Democrat",1
"961","Trump","No","No","No","No","No","No","No","Yes","Both","Independent",0
"962","Trump","No","No","No","No","Yes","No","No","No","National Newscast","Republican",0
"963","Biden","No","No","Yes","No","No","Yes","Yes","No","National Newscast","Democrat",1
"964","Trump","No","No","No","No","No","No","No","Yes","Both","Republican",0
"965","Biden","Yes","No","No","Yes","No","Yes","No","No","National Newscast","Democrat",1
"966","Trump","No","No","No","No","No","No","No","Yes","Both","Republican",0
"967","Trump","No","No","No","Yes","No","No","No","No","National Newscast","Republican",0
"968","Biden","No","Yes","No","No","No","No","No","No","National Newscast","Democrat",1
"969","Biden","No","No","No","No","No","Yes","No","No","National Newscast","Democrat",1
"970","Biden","Yes","No","Yes","No","No","No","Yes","No","Both","Other",1
"971","Biden","No","No","Yes","Yes","No","No","No","No","Both","Democrat",1
"972","Biden","No","No","No","No","No","Yes","No","No","National Newscast","Democrat",1
"973","Trump","No","No","No","No","Yes","No","No","No","National Newscast","Republican",0
"974","Trump","No","Yes","No","No","Yes","No","No","No","Both","Republican",0
"975","Trump","Yes","Yes","Yes","Yes","Yes","Yes","No","No","National Newscast","Republican",0
"976","Biden","No","Yes","No","Yes","No","Yes","Yes","No","Both","Democrat",1
"977","Biden","No","No","Yes","No","No","No","Yes","No","Both","Democrat",1
"978","Trump","No","No","No","No","Yes","No","No","No","National Newscast","Republican",0
"979","Trump","No","No","No","No","Yes","No","No","Yes","Both","Republican",0
"980","Trump","No","No","No","No","Yes","No","No","No","National Newscast","Republican",0
"981","Trump","No","No","No","No","Yes","No","No","No","National Newscast","Republican",0
"982","Trump","No","No","No","No","No","No","No","Yes","National Newscast","Independent",0
"983","Trump","No","No","Yes","No","No","No","No","Yes","Both","Republican",0
"984","Biden","No","No","Yes","No","No","Yes","Yes","No","Both","Democrat",1
"985","Biden","No","Yes","No","Yes","No","Yes","No","No","Both","Democrat",1
"986","Biden","No","No","No","No","No","No","No","Yes","National Newscast","Independent",1
"987","Biden","No","Yes","No","Yes","No","No","No","No","Both","Democrat",1
"988","Biden","No","Yes","No","No","No","No","No","No","Both","Independent",1
"989","Biden","Yes","Yes","Yes","No","No","No","No","No","Both","Republican",1
"990","Biden","Yes","Yes","Yes","Yes","No","Yes","Yes","No","Both","Democrat",1
"991","Trump","No","No","No","No","Yes","No","No","No","Both","Independent",0
"992","Biden","No","No","No","No","No","No","No","Yes","National Newscast","Democrat",1
"993","Biden","No","No","Yes","No","No","No","No","No","National Newscast","Independent",1
"994","Biden","Yes","No","No","No","No","No","No","No","National Newscast","Democrat",1
"995","Biden","No","No","No","Yes","No","No","No","No","National Newscast","Democrat",1
"996","Trump","No","No","No","No","Yes","No","No","No","Both","Independent",0
"997","Biden","Yes","Yes","No","No","No","No","No","No","Both","Republican",1
"998","Biden","Yes","Yes","Yes","Yes","No","Yes","Yes","No","Both","Democrat",1
"999","Biden","No","No","Yes","Yes","Yes","Yes","No","No","Both","Democrat",1
"1000","Biden","No","Yes","Yes","No","No","No","No","No","Both","Democrat",1
"1001","Biden","No","No","No","Yes","No","Yes","No","No","National Newscast","Democrat",1
"1002","Trump","No","No","Yes","No","Yes","No","No","No","National Newscast","Republican",0
"1003","Biden","Yes","No","No","Yes","No","No","No","No","National Newscast","Democrat",1
"1004","Biden","No","Yes","No","Yes","Yes","No","No","No","Both","Democrat",1
"1005","Biden","No","No","No","Yes","No","Yes","Yes","No","National Newscast","Democrat",1
"1006","Biden","No","No","Yes","Yes","No","Yes","No","No","Both","Democrat",1
"1007","Trump","No","No","No","No","Yes","No","No","No","National Newscast","Republican",0
"1008","Biden","Yes","Yes","Yes","Yes","No","Yes","Yes","No","Both","Democrat",1
"1009","Biden","No","Yes","No","No","No","No","No","No","National Newscast","Democrat",1
"1010","Trump","No","No","No","No","Yes","No","No","Yes","National Newscast","Independent",0
"1011","Biden","No","No","No","Yes","Yes","No","No","No","National Newscast","Independent",1
"1012","Biden","No","Yes","No","No","No","No","Yes","No","Both","Independent",1
"1013","Biden","No","No","Yes","Yes","No","Yes","No","No","National Newscast","Democrat",1
"1014","Trump","No","Yes","No","No","No","Yes","Yes","No","Both","Republican",0
"1015","Biden","No","No","No","Yes","No","No","No","No","National Newscast","Democrat",1
"1016","Trump","Yes","No","No","Yes","Yes","Yes","No","No","Both","Democrat",0
"1017","Biden","No","No","Yes","No","Yes","No","No","No","Both","Democrat",1
"1018","Trump","No","Yes","No","No","Yes","No","No","No","Both","Independent",0
"1019","Biden","No","No","No","Yes","No","Yes","No","No","National Newscast","Democrat",1
"1020","Trump","No","No","No","No","Yes","No","No","No","National Newscast","Republican",0
"1021","Trump","Yes","Yes","No","Yes","Yes","No","Yes","No","Both","Independent",0
"1022","Biden","No","No","Yes","No","No","No","Yes","No","Both","Democrat",1
"1023","Biden","No","No","Yes","No","No","No","No","No","Both","Independent",1
"1024","Biden","Yes","Yes","Yes","No","Yes","Yes","No","No","Both","Independent",1
"1025","Biden","No","Yes","No","Yes","No","Yes","No","No","Both","Democrat",1
"1026","Biden","Yes","No","Yes","No","No","No","No","No","Both","Independent",1
"1027","Biden","No","No","No","No","No","Yes","Yes","No","National Newscast","Independent",1
"1028","Trump","No","No","No","No","Yes","No","No","Yes","Both","Republican",0
"1029","Biden","Yes","No","Yes","No","No","No","No","No","Both","Independent",1
"1030","Biden","No","Yes","Yes","Yes","No","No","No","No","Both","Democrat",1
"1031","Biden","No","Yes","Yes","No","No","No","No","No","National Newscast","Democrat",1
"1032","Biden","No","No","No","No","No","Yes","Yes","No","Both","Democrat",1
"1033","Biden","No","No","No","No","No","No","Yes","No","National Newscast","Independent",1
"1034","Biden","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Both","Democrat",1
"1035","Trump","Yes","Yes","Yes","No","Yes","No","No","No","Both","Republican",0
"1036","Biden","Yes","Yes","Yes","Yes","No","Yes","No","No","Both","Independent",1
"1037","Trump","Yes","No","No","No","Yes","No","No","No","National Newscast","Democrat",0
"1038","Trump","No","No","No","No","Yes","No","No","No","National Newscast","Republican",0
"1039","Biden","No","No","Yes","Yes","No","Yes","Yes","Yes","Both","Democrat",1
"1040","Biden","No","No","Yes","Yes","No","No","No","No","Both","Democrat",1
"1041","Trump","No","Yes","No","Yes","Yes","Yes","No","No","Both","Independent",0
"1042","Trump","No","No","No","No","Yes","No","No","No","National Newscast","Independent",0
"1043","Biden","Yes","Yes","Yes","Yes","No","Yes","Yes","No","Both","Independent",1
"1044","Trump","Yes","No","No","No","Yes","No","No","No","Both","Republican",0
"1045","Biden","No","Yes","No","No","No","No","No","Yes","Both","Independent",1
"1046","Trump","No","Yes","No","No","Yes","No","No","Yes","Both","Republican",0
"1047","Biden","No","Yes","No","No","No","No","No","No","Both","Democrat",1
"1048","Biden","Yes","No","No","No","No","No","No","No","Both","Democrat",1
"1049","Trump","Yes","Yes","Yes","No","No","No","No","No","Both","Republican",0
"1050","Biden","No","No","No","Yes","No","No","No","No","National Newscast","Democrat",1
"1051","Biden","No","Yes","No","Yes","No","No","No","No","Both","Democrat",1
"1052","Biden","No","No","No","Yes","Yes","No","No","No","Both","Democrat",1
"1053","Biden","No","Yes","No","No","No","Yes","No","No","Both","Independent",1
"1054","Biden","No","No","Yes","No","No","No","No","No","National Newscast","Democrat",1
"1055","Trump","No","No","No","No","Yes","No","No","Yes","National Newscast","Republican",0
"1056","Biden","No","No","No","Yes","No","Yes","No","No","National Newscast","Democrat",1
"1057","Biden","No","No","Yes","Yes","No","No","No","No","Both","Democrat",1
"1058","Biden","Yes","No","No","Yes","No","Yes","No","No","Both","Independent",1
"1059","Trump","No","No","Yes","No","Yes","No","No","No","Both","Republican",0
"1060","Trump","No","Yes","No","No","Yes","No","No","No","Both","Republican",0
"1061","Trump","No","Yes","No","No","Yes","No","No","No","Both","Independent",0
"1062","Biden","No","No","No","No","No","No","Yes","No","National Newscast","Other",1
"1063","Trump","No","No","No","No","Yes","No","No","No","Both","Republican",0
"1064","Trump","No","Yes","No","No","Yes","No","Yes","No","Both","Independent",0
"1065","Trump","No","Yes","No","No","Yes","No","No","No","Both","Republican",0
"1066","Biden","Yes","No","No","No","No","No","No","No","Both","Democrat",1
"1067","Trump","No","No","No","No","Yes","No","No","No","National Newscast","Republican",0
"1068","Biden","Yes","No","Yes","No","No","Yes","No","No","Both","Independent",1
"1069","Biden","No","Yes","Yes","Yes","No","Yes","No","No","Both","Democrat",1
"1070","Biden","No","Yes","No","No","No","Yes","No","No","Both","Democrat",1
"1071","Biden","Yes","No","No","No","Yes","No","No","No","Both","Republican",1
"1072","Biden","No","No","No","Yes","No","No","No","No","National Newscast","Democrat",1
"1073","Trump","No","No","Yes","Yes","Yes","Yes","Yes","No","Both","Republican",0
"1074","Biden","No","No","No","Yes","No","No","Yes","No","National Newscast","Democrat",1
"1075","Trump","No","No","No","No","No","No","No","Yes","National Newscast","Other",0
"1076","Biden","No","No","Yes","No","No","No","No","No","Both","Democrat",1
"1077","Biden","No","No","No","No","No","Yes","No","Yes","Both","Independent",1
"1078","Biden","Yes","No","No","No","No","No","No","No","Both","Independent",1
"1079","Trump","No","No","No","No","Yes","No","No","No","National Newscast","Republican",0
"1080","Biden","No","Yes","No","No","No","Yes","No","No","Both","Independent",1
"1081","Biden","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","National Newscast","Democrat",1
"1082","Trump","No","No","No","No","Yes","No","No","Yes","Both","Independent",0
"1083","Biden","No","No","No","Yes","Yes","Yes","No","No","National Newscast","Democrat",1
"1084","Trump","No","No","No","No","Yes","No","No","No","Both","Republican",0
"1085","Biden","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Both","Democrat",1
"1086","Trump","No","No","No","No","Yes","No","No","No","National Newscast","Republican",0
"1087","Trump","No","No","No","Yes","No","No","No","No","National Newscast","Republican",0
"1088","Trump","No","Yes","No","No","Yes","No","No","No","Both","Republican",0
"1089","Biden","Yes","Yes","Yes","Yes","No","No","No","No","Both","Independent",1
"1090","Biden","No","Yes","No","Yes","No","Yes","No","No","Both","Independent",1
"1091","Biden","No","No","No","Yes","No","Yes","No","No","Both","Democrat",1
"1092","Trump","No","No","No","No","Yes","No","No","No","National Newscast","Independent",0
"1093","Trump","Yes","No","No","No","No","No","No","No","National Newscast","Republican",0
"1094","Trump","No","No","No","No","Yes","No","No","No","Both","Independent",0
"1095","Biden","Yes","No","Yes","No","No","Yes","Yes","No","Both","Democrat",1
"1096","Trump","No","No","No","Yes","Yes","No","No","No","Both","Independent",0
"1097","Biden","No","No","Yes","No","No","Yes","No","No","Both","Independent",1
"1098","Biden","Yes","Yes","Yes","No","No","Yes","Yes","No","Both","Democrat",1
"1099","Trump","No","Yes","Yes","Yes","Yes","Yes","No","No","Both","Republican",0
"1100","Biden","No","No","No","Yes","No","No","No","No","National Newscast","Democrat",1
"1101","Biden","No","No","No","Yes","No","Yes","No","No","National Newscast","Independent",1
"1102","Biden","Yes","No","No","Yes","No","Yes","Yes","No","Both","Independent",1
"1103","Biden","No","No","No","No","No","Yes","No","No","National Newscast","Republican",1
"1104","Trump","No","No","Yes","No","No","No","No","No","Both","Republican",0
"1105","Trump","No","No","No","No","Yes","No","No","No","Both","Republican",0
"1106","Biden","No","No","No","Yes","No","No","No","No","National Newscast","Democrat",1
"1107","Biden","No","No","Yes","No","No","Yes","No","No","National Newscast","Democrat",1
"1108","Trump","No","No","No","No","Yes","No","No","No","National Newscast","Republican",0
"1109","Biden","Yes","Yes","Yes","Yes","No","Yes","No","No","National Newscast","Independent",1
"1110","Biden","Yes","No","No","Yes","No","Yes","No","Yes","Both","Independent",1
"1111","Biden","Yes","No","No","Yes","No","No","No","No","Both","Democrat",1
"1112","Biden","Yes","No","No","Yes","No","Yes","No","No","Both","Independent",1
"1113","Biden","Yes","No","No","Yes","Yes","Yes","No","No","Both","Independent",1
"1114","Trump","No","No","No","No","Yes","No","No","No","Both","Other",0
"1115","Biden","No","No","No","Yes","No","No","No","No","Both","Democrat",1
"1116","Trump","No","Yes","No","No","Yes","No","No","No","Both","Republican",0
"1117","Trump","No","No","No","No","Yes","No","No","No","National Newscast","Republican",0
"1118","Biden","No","No","No","Yes","No","No","No","No","National Newscast","Democrat",1
"1119","Biden","Yes","No","Yes","No","No","No","No","No","Both","Democrat",1
"1120","Biden","Yes","No","No","Yes","No","Yes","No","No","Both","Independent",1
"1121","Biden","Yes","No","No","No","No","No","No","No","National Newscast","Democrat",1
"1122","Trump","Yes","No","No","No","Yes","No","No","No","Both","Independent",0
"1123","Trump","No","No","No","No","Yes","No","No","Yes","National Newscast","Republican",0
"1124","Biden","No","No","No","Yes","No","Yes","No","No","National Newscast","Democrat",1
"1125","Trump","No","No","No","No","Yes","No","No","No","Both","Republican",0
"1126","Biden","No","No","No","No","No","No","Yes","No","National Newscast","Democrat",1
"1127","Trump","No","No","No","No","Yes","No","No","No","National Newscast","Independent",0
"1128","Trump","No","No","No","No","Yes","No","No","Yes","National Newscast","Independent",0
"1129","Trump","No","No","No","No","Yes","No","No","Yes","National Newscast","Republican",0
